"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV84f04a87",NA,NA,NA,NA,NA,NA,NA
"ASV7fc36c98",NA,NA,NA,NA,NA,NA,NA
"ASVa0a89b07","Bacteria",NA,NA,NA,NA,NA,NA
"ASV2d89cd24","Bacteria",NA,NA,NA,NA,NA,NA
"ASV918f3f51",NA,NA,NA,NA,NA,NA,NA
"ASV639a84f1",NA,NA,NA,NA,NA,NA,NA
"ASVf20fc7cb",NA,NA,NA,NA,NA,NA,NA
"ASV9a8aeaf5",NA,NA,NA,NA,NA,NA,NA
"ASV6e82b4d0",NA,NA,NA,NA,NA,NA,NA
"ASVf832a184","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Parviterribacter",NA
"ASVad8e2911",NA,NA,NA,NA,NA,NA,NA
"ASV5ef3b517",NA,NA,NA,NA,NA,NA,NA
"ASVedc2f901",NA,NA,NA,NA,NA,NA,NA
"ASV4516d20a",NA,NA,NA,NA,NA,NA,NA
"ASV742d2cd8",NA,NA,NA,NA,NA,NA,NA
"ASV1ef0dfd1","Bacteria",NA,NA,NA,NA,NA,NA
"ASV2b7a21b0",NA,NA,NA,NA,NA,NA,NA
"ASV452f29e2",NA,NA,NA,NA,NA,NA,NA
"ASVd2b35a92",NA,NA,NA,NA,NA,NA,NA
"ASV9f434dec","Bacteria",NA,NA,NA,NA,NA,NA
"ASVc72fdea1",NA,NA,NA,NA,NA,NA,NA
"ASV0116ffed","Bacteria",NA,NA,NA,NA,NA,NA
"ASV4494a1ad","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter",NA
"ASVe20646f4","Bacteria",NA,NA,NA,NA,NA,NA
"ASV61763c7c",NA,NA,NA,NA,NA,NA,NA
"ASV088220a6","Bacteria","Chloroflexota","KD4-96",NA,NA,NA,NA
"ASV0d940b02","Bacteria","Cyanobacteriota","Cyanobacteriia","Chloroplast",NA,NA,NA
"ASV9713da89",NA,NA,NA,NA,NA,NA,NA
"ASV857c5359","Bacteria",NA,NA,NA,NA,NA,NA
"ASV443d04fc","Bacteria",NA,NA,NA,NA,NA,NA
"ASV82796bfe","Bacteria","Gemmatimonadota","Gemmatimonadia","Gemmatimonadales","Gemmatimonadaceae",NA,NA
"ASV15ba227b",NA,NA,NA,NA,NA,NA,NA
"ASV84bb3ece","Bacteria",NA,NA,NA,NA,NA,NA
"ASVa590ec5d",NA,NA,NA,NA,NA,NA,NA
"ASVcc5ba914","Bacteria",NA,NA,NA,NA,NA,NA
"ASV1a0b1bd0",NA,NA,NA,NA,NA,NA,NA
"ASVaf8708fb","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA,NA
"ASVc5f11f5a","Bacteria",NA,NA,NA,NA,NA,NA
"ASV5457110d",NA,NA,NA,NA,NA,NA,NA
"ASVad7096ec","Bacteria","Bacillota","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus",NA
"ASV3bad4a2f",NA,NA,NA,NA,NA,NA,NA
"ASV40a3e486",NA,NA,NA,NA,NA,NA,NA
"ASVa2d134db","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Chelatococcus",NA
"ASVd0b711cc","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","lacus"
"ASVb223fb3d","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","firmus"
"ASVe578f6ec","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Arachnia",NA
"ASV31866b75","Bacteria","Bacillota","Bacilli","Staphylococcales","Staphylococcaceae","Auricoccus-Abyssicoccus","indicus"
"ASV7ae1fbf3",NA,NA,NA,NA,NA,NA,NA
"ASV602729e2",NA,NA,NA,NA,NA,NA,NA
"ASVb9a170be","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Alcaligenes",NA
"ASV490bfcef","Archaea","Thermoproteota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae",NA,NA
"ASV507929d3",NA,NA,NA,NA,NA,NA,NA
"ASVce9f60de",NA,NA,NA,NA,NA,NA,NA
"ASV4461ade1",NA,NA,NA,NA,NA,NA,NA
"ASV22d5cacc",NA,NA,NA,NA,NA,NA,NA
"ASVe3cfceb2",NA,NA,NA,NA,NA,NA,NA
"ASV209bdf07",NA,NA,NA,NA,NA,NA,NA
"ASV6e0bd599","Bacteria",NA,NA,NA,NA,NA,NA
"ASV5a6de612","Bacteria",NA,NA,NA,NA,NA,NA
"ASVe1624f5a",NA,NA,NA,NA,NA,NA,NA
"ASV180a8ff9",NA,NA,NA,NA,NA,NA,NA
"ASV147f7477","Bacteria",NA,NA,NA,NA,NA,NA
"ASV1606667b",NA,NA,NA,NA,NA,NA,NA
"ASVfd4ecc14",NA,NA,NA,NA,NA,NA,NA
"ASVc62989c0","Bacteria",NA,NA,NA,NA,NA,NA
"ASVd6fedd23","Bacteria",NA,NA,NA,NA,NA,NA
"ASV64c796b3","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV60031268",NA,NA,NA,NA,NA,NA,NA
"ASVaff080d2",NA,NA,NA,NA,NA,NA,NA
"ASV84d36aa4",NA,NA,NA,NA,NA,NA,NA
"ASVe0224510","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae",NA,NA
"ASVfea5094d",NA,NA,NA,NA,NA,NA,NA
"ASV3a9f27b3",NA,NA,NA,NA,NA,NA,NA
"ASVdd870584","Bacteria","Pseudomonadota",NA,NA,NA,NA,NA
"ASV69d3ca47","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Mariniradius","saccharolyticus"
"ASV944a6853",NA,NA,NA,NA,NA,NA,NA
"ASV39d5bc05","Bacteria",NA,NA,NA,NA,NA,NA
"ASV56b42d3e",NA,NA,NA,NA,NA,NA,NA
"ASVf965a2eb",NA,NA,NA,NA,NA,NA,NA
"ASV081627c8","Bacteria",NA,NA,NA,NA,NA,NA
"ASVfe133d6f","Bacteria",NA,NA,NA,NA,NA,NA
"ASV0f7ec208","Bacteria",NA,NA,NA,NA,NA,NA
"ASV11e95f12","Bacteria","Gemmatimonadota","Gemmatimonadia","Gemmatimonadales","Gemmatimonadaceae",NA,NA
"ASV0ccad990","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Micrococcaceae","Rothia","mucilaginosa"
"ASV7f2f58c3","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae",NA,NA
"ASVeacf45e4","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","multivorum"
"ASVc53611e4","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Chroococcidiopsaceae","Chroococcidiopsis PCC 7203",NA
"ASVd961619b","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Neisseriaceae","Neisseria","perflava"
"ASVc60f0ec3","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","HT002",NA
"ASVc0baeda5","Bacteria","Pseudomonadota","Gammaproteobacteria","Salinisphaerales","Nevskiaceae","Nevskia","ramosa"
"ASV90820266","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae",NA,NA
"ASV17204831","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiales Incertae Sedis","Alsobacter","metallidurans"
"ASVfda750b6","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Heliimonas",NA
"ASVb19697b8","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","SH-PL14",NA
"ASV1781a13c","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Pseudobdellovibrionaceae","OM27 clade",NA
"ASV66c43b00",NA,NA,NA,NA,NA,NA,NA
"ASV636903fa","Bacteria","NB1-j",NA,NA,NA,NA,NA
"ASVca9a86b3","Bacteria","Sumerlaeota","Sumerlaeia","Sumerlaeales","Sumerlaeaceae","Sumerlaea",NA
"ASV94130a0f","Bacteria","Actinomycetota","Acidimicrobiia","Actinomarinales",NA,NA,NA
"ASV7d1343ba","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Acetomicrobium",NA
"ASVefb7b417","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter",NA
"ASV15e866d2","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiales Incertae Sedis","Bauldia",NA
"ASV55946282","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Proteiniclasticum",NA
"ASV4d3bb216","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Baekduia",NA
"ASV860a8b8c","Bacteria","Pseudomonadota","Alphaproteobacteria","Dongiales","Dongiaceae","Dongia",NA
"ASVa55b096f","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"ASV76656281","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Pedosphaerales","Pedosphaeraceae",NA,NA
"ASV5e68d809","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae","Hyphomicrobium",NA
"ASV5e53527c","Bacteria",NA,NA,NA,NA,NA,NA
"ASV9ce07c8a","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas",NA
"ASVf6e9677d","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","distasonis"
"ASV611f3d1c","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae",NA,NA
"ASV4302785e",NA,NA,NA,NA,NA,NA,NA
"ASVc67aed28","Bacteria","Pseudomonadota","Alphaproteobacteria","Micropepsales","Micropepsaceae",NA,NA
"ASV4ffe8751","Bacteria","Myxococcota","Polyangiia","Haliangiales","Haliangiaceae",NA,NA
"ASV1a026c9c","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Agrobacterium","fabrum"
"ASVe829a6a1","Bacteria","Gemmatimonadota","Gemmatimonadia","Gemmatimonadales","Gemmatimonadaceae",NA,NA
"ASV7317f4b6","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales",NA,NA,NA
"ASV9d651d1c","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"ASVb4911cbc","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga",NA
"ASV019663b7","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Mycobacteriaceae","Mycobacterium",NA
"ASV3565e3bf","Bacteria","Bacillota",NA,NA,NA,NA,NA
"ASV2be773cb","Bacteria","Chloroflexota","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA,NA
"ASV0735aeee","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Ferdinandcohnia",NA
"ASVad078282","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","JCM 18997",NA
"ASVef005198","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV7b5cbffe","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Micrococcaceae","Enteractinococcus",NA
"ASV8671349a","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Bogoriellaceae","Georgenia",NA
"ASV630c5c9b","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Stenotrophomonas",NA
"ASV7f2675e9","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales",NA,NA,NA
"ASVa3171f3b",NA,NA,NA,NA,NA,NA,NA
"ASV140b8250","Bacteria","Actinomycetota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae",NA,NA
"ASV9f2fec37","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter","alpinus"
"ASV6a9853b1","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae",NA,NA
"ASVc2052ada","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9 marine group",NA,NA
"ASV7d5b05c8","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA
"ASVb97f052a","Bacteria","Pseudomonadota","Alphaproteobacteria","Dongiales","Dongiaceae","Dongia",NA
"ASVcefe6fad","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Dubosiella",NA
"ASV541c15ed","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Neisseriaceae","Neisseria",NA
"ASV18878fd6","Bacteria","Actinomycetota","Actinobacteria","Micromonosporales","Micromonosporaceae","Virgisporangium",NA
"ASV9076bc49","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae",NA,NA
"ASV7c519044","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Zhengella",NA
"ASVa01b51db","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiales Incertae Sedis","Bauldia",NA
"ASV808e6c02","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter",NA
"ASV320a6edf","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
"ASV33ecc8ab","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
"ASVfa696c6e","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas",NA
"ASVaede64fa","Bacteria","Actinomycetota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharopolyspora",NA
"ASV81f35538","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae",NA,NA
"ASV28313013",NA,NA,NA,NA,NA,NA,NA
"ASV3d7d990f","Bacteria",NA,NA,NA,NA,NA,NA
"ASVc7203d45","Bacteria","Pseudomonadota","Alphaproteobacteria","Micropepsales","Micropepsaceae",NA,NA
"ASV74b3472f",NA,NA,NA,NA,NA,NA,NA
"ASVa930506c","Bacteria","Actinomycetota","Actinobacteria","Frankiales","Sporichthyaceae",NA,NA
"ASVef421372","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae",NA,NA
"ASVd7ddde3a","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Paracoccus",NA
